id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
147893,36201,Independence War: Deluxe Edition,NULL,1999-07-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
147957,11713,Chicken Invaders,NULL,1999-12-31 00:00:00.000,3,NULL,NULL,NULL,73.3801,14
148047,3956,Intellivision Lives!,NULL,1999-04-30 00:00:00.000,NULL,NULL,NULL,NULL,66.0000,0
148139,5568,40 Winks,"The player takes control of either Ruff or Tumble, a brother and sister who are sleeping and trying to free 40 ""Winks"" from a man named Nitekap and his accomplice, Threadbear. ""Winks"" are small, white creatures which make dreams, and ""Hoodwinks"", which are green and of a similar size are what are responsible for any nightmares.",1999-11-14 00:00:00.000,10,NULL,NULL,NULL,79.9900,14
148196,8614,Digimon World,"The plot begins when a small group of children are playing their Digimon Virtual Pet device. The protagonist, a young boy, arrives and excitingly observes a fight between MetalGreymon and MetalMamemon in the Virtual Pet devices. When the boy goes home, he notices light coming from his room. As he gazes into his Digimon Virtual Pet device, a Koromon appears attempting to talk to him. The boy gets sucked into the Digital World, where he is greeted by Jijimon and many other Digimon, including his partner. Once the boy realizes that File City is in danger, he takes it upon himself to recruit Digimon in order to populate the city. As the story progresses, the young boy discovers the evil plot created by Analogman and sets out to save File Island.",1999-01-28 00:00:00.000,16,NULL,NULL,NULL,67.3492,65
148431,143499,Heroes of the Three Kingdoms 2,NULL,1999-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149156,6359,Team Fortress Classic,NULL,1999-04-07 00:00:00.000,15,NULL,NULL,NULL,69.9135,37
149396,129172,Ganbare Goemon: Tengu-tou no Gyakushuu!,NULL,1999-01-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149951,145766,Densha de GO! 2,NULL,1999-10-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149985,151837,Yars' Revenge,NULL,1999-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149986,65708,Jisedai Begoma Battle Beyblade,NULL,1999-07-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150114,3415,Rat Attack!,NULL,1999-08-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
150160,72903,Tokyo Bus Guide,NULL,1999-12-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150289,25247,Castrol Honda Superbike 2000,NULL,1999-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
150326,69953,Classic Bubble Bobble,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150623,43997,Dark Arms: Beast Buster 1999,NULL,1999-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150719,26730,Deception III: Dark Delusion,NULL,1999-12-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150786,172696,FarenTuuga,"A continent drifting in black... the chaos of the pre-magic age. A splash of red blood, a scream for help. With the death of a king, this battle will now begin...",1999-09-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
150952,45079,F1 World Grand Prix: 1999 Season,NULL,1999-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151138,36736,D2,"The game opens with Laura Parton falling asleep on an airplane trip to an undisclosed location. After being jolted awake by a tone over the airplane's PA system and a friendly conversation with a fellow passenger named David, a group of terrorists, who seem to be guided by some kind of mysterious cultist chanting to himself, suddenly and violently takes control of the plane. David, who turns out to be a special agent within the FBI, attempts to stop the terrorists, but he is thwarted when a meteorite strikes the plane, sending it crashing into the Canadian wilderness. After a series of bad dreams, Laura awakens in a small cabin being cared for by Kimberly Fox, a poet and songwriter who also survived the crash. She explains that ten days have passed since the accident, although Kimberly had only found her some distance from the crash site two days prior, leaving a strange eight-day gap where she was mysteriously taken care of. The moment of peace is broken when another survivor, one of the hijackers, staggers into the cabin before suddenly transforming into a hideous plant-like monster. Here, Laura and Kimberly meet Parker Jackson, a CETI researcher and fellow crash survivor who drives out the monster, only to be driven out himself by a distrusting Kimberly.    Laura then sets out into the wilderness in order to investigate the possibility of contacting the outside world and seeking out other survivors only to discover that more strange, hideous creatures are lurking in the area, as something is causing the crash survivors to mutate into the very same monsters she must avoid and battle while travelling through the region. She is driven deeper into the mystery when she must venture into an abandoned mining facility in order to locate Jannie, a lost little girl Kimberly had found along with Laura and one of the plane's former passengers.",1999-12-23 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
151289,136708,Pro Yakyuu Team de Asobou!,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151837,37485,Side Pocket for WonderSwan,NULL,1999-12-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151996,4353,Puyo Puyo Da!,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152062,22839,Street Sk8er,NULL,1999-02-01 00:00:00.000,NULL,NULL,40.0000,1,NULL,NULL
152331,49969,Spawn,NULL,1999-10-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152527,85717,Dancing Furby,NULL,1999-12-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152724,11410,Kanon,"Yuuichi Aizawa, a high school student, returns to a town that he last visited 7 years previously to live with his aunt and cousin. For a reason he’s not quite sure of, he can hardly remember anything about his last visit, but initially this doesn’t seem to worry him too much.  The day after he arrives he goes into town where he (literally) bumps into a girl named Ayu Tsukimiya, and Yuuichi’s memories slowly begin to return.",1999-06-04 00:00:00.000,2,NULL,NULL,NULL,70.0815,8
152730,39298,Strikers 1945 III,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152795,68307,Brave Firefighters,NULL,1999-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152877,3452,Bomberman 64: The Second Attack!,NULL,1999-12-03 00:00:00.000,3,NULL,NULL,NULL,69.0501,8
152946,86018,PC Fútbol Edición Oro,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152962,1327,Turok: Rage Wars,"Since time began, Turok has maintained the balance between good and evil with the Light Burden. A vessel that holds the power of creation. Now, fierce wars are fought for control. You must prove yourself worthy to wield the Light Burden. You must relive the challenge of your ancestors and survive the RAGE WARS...",1999-10-31 00:00:00.000,4,NULL,NULL,NULL,68.8443,11
153528,186116,Digimon World: Digital Card Battle,The stage is a digital world where the intensity is determined by cards. It is governed by seven card readers who are at the top of the card battle. But File Island is threatened by a sudden bug card. The card readers kept each other in check and wouldn't cooperate. The hero summoned by Babamon is said to be a legendary hero. Babamon entrusted him with the deck and he collected Sevens cards.,1999-12-22 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
153552,340,Command & Conquer: Tiberian Sun,"While the game is set only twenty years after its predecessor, the world of Tiberian Sun is much different. The lethal Tiberium continues to infect the world at an ever-increasing rate which has made most of the Earth uninhabitable for human beings. To survive, GDI has moved to the arctic regions of the world while NOD has set up camp underground.  The game’s story is driven by the difference in goals between GDI and NOD. As GDI strives to maintain world peace and discover the root cause of Tiberium, NOD is hell-bent on achieving world domination. The story is complicated by the apparent loss of Kane, NOD’s leader, at the end of the first Tiberian War which has thrown the Brotherhood into leaderless disarray, but do not count them out just yet as NOD has created through genetic mutation via Tiberium a set of ultra-powerful units that more than compensate for the clan’s lack of organization.",1999-08-20 00:00:00.000,46,NULL,NULL,NULL,82.0902,109
153611,3531,Ken Griffey Jr.'s Slugfest,NULL,1999-05-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
153650,1982,Omikron: The Nomad Soul,"“Well, on one level, it’s your basic good ’n’ evil story. On another, it explores themes of camouflaged totalitarianism and desperate revolution. The game strives to be relevant in the real world by being part of the game. Does that stand to reason? By tying the concept of the game of Omikron strongly to reality and defining the player’s character in terms of their actual life, we clearly connected the parallel universe to our own. In effect, the player’s own life becomes our setting. Quantic believes it may be the world’s first Buddhist game--Buddhist with guns, I call it.” – Eidos Senior Designer Philip Campbell  Soon after the player begins the investigation in Anekbah sector, he uncovers information that suggests the serial killer he is looking for is, in fact, not human but actually a demon. When members of an apparent underground, anti-government movement contact the player and confirm his suspicions, the investigation deepens and uncovers information that one of Omikron's chief police commanders (Commandant Gandahar) is, in fact, a demon pretending to be human and luring human souls into Omikron from other dimensions by way of the video game that the player is actually interacting with. Despite many attempts on his life by other demons working behind the scenes, the player then uses supernatural weaponry of ancient origin to destroy Gandhar. After this brief victory, the player is then invited to join the mysterious anti-government movement that call themselves ""The Awakened"", referring to the fact they have ""awakened"" from the lies and drugs of the government. The Awakened work in tandem with an ancient religious order who are led by ""Boz"", a mystical being that exists in purely electronic form on the computer networks of Omikron. The Awakened refer to the player as ""The Nomad Soul"" since he has the ability to change bodies at will. The Nomad Soul also learns that what is going on in Omikron is merely an extension of a thousands-of-years-old battle between mankind and demons led by the powerful Astaroth. Astaroth, who was banished to the depths of Omikron long ago, is slowly regenerating power while using demons to both collect souls and impersonate high members of the government so that he can eventually take complete control and move across the planet and, indeed, the universe. Only by harnessing ancient, magical technology and re-discovering several hidden tombs and catacombs underneath Omikron's surface, can the Nomad Soul hope to discover how to destroy Astaroth, return to his own dimension, and prevent his soul from being captured by demons.",1999-10-31 00:00:00.000,12,NULL,70.0000,1,81.1017,20
153694,37283,Caterpillar Construction Zone,NULL,1999-12-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
153944,126294,FIFA 2000,NULL,1999-09-30 00:00:00.000,1,NULL,NULL,NULL,67.5171,24
153961,69684,Eternal Eyes,NULL,1999-12-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
154086,165496,Saturday: Arthur's Odyssey,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
154100,165497,Yesterday The D-Gate,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
154127,272,Unreal Tournament,"During the Human/Skaarj war, the New Earth Government was formed. Mining was the primary method of financing the war, though was unpopular with the working class, who grew weary of the working conditions and the war. The humans were losing the war, and riots broke out. The Terran system was surrounded by Skaarj forces, but a government team destroyed their mothership, and the Skaarj withdrew. Afterward, mining incidents were on the increase, and efforts to deal with them were unsuccessful. The government then came up with the idea of giving the violence an outlet instead. ""Consensual murder"" was legalized in the year 2291, enabling people to fight to the death under organized conditions. Mining conglomerates worked with the government and organized leagues, which proved successful. One such company, the Liandri Mining Corporation, capitalized on the fights by tri-casting them; this proved to be more popular than the combat itself, their popularity increasing with brutality. By 2341, what is now called the ""Tournament"" became a professional sport more profitable than mining. Liandri Mining Corporation annually hosts the ""Grand Tournament"", the most popular event in the sport.",1999-11-22 00:00:00.000,78,NULL,100.0000,1,86.8080,193
154281,136303,ISS: International Superstar Soccer,NULL,1999-12-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
154686,24113,"Warhammer 40,000: Rites of War","The mysterious Eldar are all that remains of a once great and powerful civilization that ruled the galaxy. They travel the stars in enormous spacecraft called Craftworlds, seeking the Maiden Worlds their ancestors created in ancient times. One such world is now inhabited by humans and possesses historical records and artifacts of great power far too valuable to leave in their hands. This once proud race now fights for its very survival, and must protect the secrets and power of their ancestors from both the Imperium of Man and the evil, bio-engineered Tyranids, bent on the destruction of this fertile paradise.",1999-06-30 00:00:00.000,2,NULL,80.0000,1,NULL,NULL
154748,7083,Ultima IX: Ascension,"In the beginning of Ultima IX, the Avatar had somehow returned to Earth for an unspecified amount of time before getting back to Britannia. The game starts just after the end of Ultima VIII, in which the Avatar is transported to a Guardian-controlled Britannia. He arrives in Britannia on a mountain overlooking the Guardian's keep in Terfin. The Avatar is transported to Stonegate by Hawkwind the Seer (from Ultima IV), who informs him that great columns have appeared throughout the land, and their malignant influence has caused plagues, famine, and other natural disasters. Under their power, the people of Britannia have twisted the Virtues into mockeries of their true meaning. The Guardian is helped by Lord Blackthorn, who leads the Wyrmguards and forces the people to obey the Guardian.  As the quest progresses, the Avatar learns that the Guardian has stolen the Runes of the Virtues and twisted them into the glyphs that form the heart of each of the columns. Most of the game consists of traveling through the dungeons to recover the glyphs and visiting the Shrines of the Virtues to meditate and cleanse them. Eventually, it is revealed that the Guardian is nothing other than the dark half of the Avatar himself, and the only way to save Britannia is for the Avatar to ascend to a higher plane, taking the Guardian with him. The player is able to accomplish this via an Armageddon spell cast behind a Barrier of Life, which takes the Avatar and the Guardian to a higher plane out of Britannia.",1999-11-24 00:00:00.000,1,NULL,50.0000,1,74.8483,10
155419,166207,High School of Blitz,NULL,1999-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155490,10615,Monster Truck Madness 64,NULL,1999-06-30 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
156271,3507,Goemon Mononoke Sugoroku,NULL,1999-12-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156389,22896,Chocobo Racing,NULL,1999-04-18 00:00:00.000,NULL,NULL,NULL,NULL,60.0186,6
156391,1258,South Park: Chef's Luv Shack,NULL,1999-10-12 00:00:00.000,1,NULL,NULL,NULL,76.7853,7
156518,44922,Torneko: The Last Hope,NULL,1999-09-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156677,9116,3-D Ultra Radio Control Racers,NULL,1999-11-15 00:00:00.000,2,NULL,NULL,NULL,78.6682,5
156684,603,Asheron's Call,"The story for players began in Portal Year 10. Through the game's monthly updates the story unfolds. Not only do players experience the current events of the world, but as the months go on and they explore, they learn much about the past. Several monthly updates build upon each other, forming a story arc. Each story arc usually lasts around one year.",1999-11-02 00:00:00.000,2,NULL,85.0000,1,NULL,NULL
156711,72911,Strikers 1945 Plus,NULL,1999-01-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156728,44051,Chou Kuukan Night Pro Yakyuu King 2,NULL,1999-04-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156862,1192,Crash Team Racing,NULL,1999-09-30 00:00:00.000,85,NULL,NULL,NULL,84.3829,309
156865,134167,Zaphie,"A woman named Anne Cronin was pregnant with twins, a boy and a girl. Dr. Spencer R. Eliot, a good friend of her husband Roger, was unable to save the girl during a difficult operation. In an attempt to spare the parents' feelings, Spencer told them that there were no twins in the first place. The boy, Zaphie, survived and enjoyed a seemingly normal life.  However, eight years later Spencer receives a call from Roger, who tells him that something is wrong with Zaphie. Spencer hurries to the Cronin's mansion, but finds it abandoned. He has to explore the strange house and find clues that would help him to get to the bottom of the mystery.",1999-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
157014,18840,Metal Slug X,NULL,1999-01-19 00:00:00.000,18,NULL,80.0000,1,78.0436,95
157050,46082,Rakugaki Showtime,"Welcome to the world of Rakugaki. An imaginary game world, created entirely by the pencil drawings of the ""God Hand"". The characters who inhabit this world were created by the God Hand in the same way... Yukiwo, Sasami, Pitanand Tsubohachi; the four members of the ""Heroes Team"", and Daddy; who commands the mysterious enemy character army.  Called the ""Heroes and Enemies"", they are all controlled by their master, and follow their predetermined (created?) fate. Today a battle to the end unfolds...",1999-08-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
157150,4122,Legacy of Kain: Soul Reaver,"Taking place 1500 years after the events of Blood Omen, Soul Reaver chronicles the journey of the vampire-turned-wraith Raziel, lieutenant to the vampire lord Kain. Raziel is killed by Kain, but is revived by The Elder God to become his ""soul reaver"" and to exact revenge. Raziel shares this title with Kain's sword, the Soul Reaver, which he acquires during the game.",1999-08-16 00:00:00.000,41,NULL,NULL,NULL,80.7272,114
157379,1513,Pokémon Silver,NULL,1999-11-21 00:00:00.000,110,NULL,85.0000,2,88.2599,255
157615,1486,Gradius IV: Revival,"A distant memory....    The doomsday planet Bacterian has long been forgotten and Planet Gradius is enjoying a time of restored peace and prosperity. However their worst nightmare is about to become reality... again.... Suddenly, out of nowhere, a massive attack force appears, overwhelming the Gradius Defense Forces.    Just when things are looking hopeless, a lone fighter screams across the sky. The battle for freedom is joined once more.....",1999-02-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
157815,144929,Jumpstart Reading for 2nd Graders,NULL,1999-02-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
157894,92241,JumpStart ABC's,"In the game, Eleanor wants to find out who spilled his or her drink in the caboose and didn't clean up the mess. The player accompanies her to visit each of her friends and find out was responsible for the spilled drink through a series of mini-games.",1999-10-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
158025,43993,Magical Drop Pocket,NULL,1999-07-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
158399,176024,Monopoly,NULL,1999-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
158677,44048,Onegai Monsters,NULL,1999-05-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
158687,3555,Neon Genesis Evangelion,NULL,1999-06-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
158710,3633,WCW Mayhem,NULL,1999-08-31 00:00:00.000,3,NULL,NULL,NULL,58.0663,10
158769,3591,Robot Ponkottsu 64: Nanatsu no Umi no Caramel,NULL,1999-12-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
158910,67871,Tlon: A Misty Story,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
159035,47750,Shin Nihon Pro Wrestling Toukon Road 2: The Next Generation,NULL,1999-01-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
159049,3609,Super Robot Wars 64,NULL,1999-10-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
159122,3596,San Francisco Rush 2049,NULL,1999-01-01 00:00:00.000,1,NULL,NULL,NULL,70.0148,8
159241,3590,Roadsters,NULL,1999-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
159378,193373,Rayman Maternelle,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
159398,193372,Rayman CP,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
159745,193337,Rayman 100 Levels,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
159801,158,Star Wars Episode I: The Phantom Menace,NULL,1999-04-30 00:00:00.000,12,NULL,NULL,NULL,59.4082,63
159970,45790,Sega Worldwide Soccer 2000,NULL,1999-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
160005,45840,Soul Fighter,NULL,1999-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
160016,7833,Gorky 17,NULL,1999-11-30 00:00:00.000,5,1,80.0000,1,79.9584,13
160066,4358,Spawn: In the Demon's Hand,"Al Simmons was a military operative who was murdered by his superior, Jason Wynn, then sent to Hell for his previous work as an assassin. Five years after his death, Simmons makes a deal with the demon Malebolgia to resurrect him from death as a hellspawn so that he could see his wife, Wanda, again. However, he soon finds out that his wife, in the five years that he was dead, had married his best friend, Terry Fitzgerald.",1999-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
160363,178163,Sen-Know,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
160627,9676,Vib-Ribbon,"The player controls Vibri, a vector drawn rabbit who skips along the music track's timeline. If obstacles are hit, Vibri will degenerate into a frog, then a worm before the player fails a level. Each time the player hits an obstacle, the level begins to shake incrementally until the character degenerates, making the course harder to navigate. Avoiding obstacles with precision will cause Vibri to evolve into an angel like state, which increases the player's score.",1999-12-12 00:00:00.000,3,NULL,NULL,NULL,73.8320,12
161338,1307,Medal of Honor,"BEFORE THE CIA, THERE WAS THE OSS  The Office of Strategic Services was officially created in June 1942, under the guidance of General 'Wild Bill' Donovan. If ever the romantic notions of being a spy actually excited, it was probably with the OSS. Young men and women, often recruited right out of college, entered into the cloak and dagger world of wartime intelligence. It was an exciting and dangerous time, and as the war grew so did the mission of the OSS. Sabotage, search & rescue and subversion all became part of the organisation's daily operation.  That's when a young Lieutenant in the Air Transport Corps entered the picture and changed the OSS forever. On June 5, 1944 - the night before the D-Day invasion - the largest aerial drop of troops in history up to that point was launched by the Allied command. It was an unmitigated disaster. Most of the planes missed thier targets, were shot down or crashed due to bad weather. One pilot, however, got the regiment he was carrying to its correct drop zone before his C-47 transport was forced down by enemy fire. He was Jimmy Patterson, an unassuming twenty-four year old from Carthage, MO.  Patterson heroically protected his injured crew from a roving German patrol, single-handedly taking out a half dozen of the Wehrmacht before help arrived. For his actions, he was nominated for the Congressional Medal of Honor - the nation's highest military award. Just days before being sent back to the States for a War Bonds tour, however, Patterson disappeared from his infirmary bed. Medal of Honor tells the story of what happened next.",1999-10-31 00:00:00.000,33,NULL,75.0000,1,77.9278,108
161411,78265,Tantei Jinguuji Saburou: Kagaribi ga Kienu Mani,NULL,1999-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
161573,178240,Renai Kouza Real Age,NULL,1999-06-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
161608,3762,Ape Escape,The doctors trustfull test apes have escaped and it's up to you to get out there and retrieve all of them.,1999-05-31 00:00:00.000,10,NULL,NULL,NULL,78.1542,52
161630,193313,Rayman 2: The Great Escape,NULL,1999-10-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
162311,16591,"Spy Fox 2: ""Some Assembly Required""",NULL,1999-10-01 00:00:00.000,NULL,NULL,NULL,NULL,80.0000,2
162325,49837,Bomberman Quest,NULL,1999-11-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
162486,79500,Pepsiman,NULL,1999-03-04 00:00:00.000,1,NULL,NULL,NULL,68.2852,19
162639,45786,Sonic Adventure Limited Edition,"Doctor Robotnik seeks a new way to defeat his longtime nemesis Sonic and conquer the world. During his research, he learns about an entity called Chaos—a creature that, thousands of years ago, helped to protect the Chao and the all-powerful Master Emerald, which balances the power of the seven Chaos Emeralds. When a tribe of echidnas sought to steal the power of the Emeralds, breaking the harmony they had with the Chao, Chaos retaliated by using the Emeralds' power to transform into a monstrous beast, Perfect Chaos, and wipe them out. Before it could destroy the world, Tikal, a young echidna who befriended Chaos, imprisoned it in the Master Emerald along with herself.",1999-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
162880,185866,Star Wars: Jar Jar's Journey Adventure Book,NULL,1999-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
163385,127782,Warcraft II: Battle.net Edition,NULL,1999-09-30 00:00:00.000,1,NULL,NULL,NULL,85.6142,8
163545,150203,Asteroids,"You are an employee of the Astro-Mining Corporation. Your mission is to simply go to an assigned area of space and clear the area of asteroids and the occassional debris. The game consists of five zones, each with a different background and some with special features. Each zone has 15 levels. In addition to the standard asteroids, there are also mined asteroids that explode; indestructible asteroids that are, well, indestructible; fireball comets; crystal asteroids that regenerate; alien egg asteroids containing deadly baby space worms; and ancient energy asteroids that shoot back! And there's plenty of enemies in addition to the asteroids, such as Standard and Super Saucers, Asteroids Tugs, Fuel Transports, Hexes, Nuke Drivers, and Vulturoids.",1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
163549,10664,Asteroids Hyper 64,NULL,1999-12-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
163557,44870,Grand Theft Auto,NULL,1999-10-22 00:00:00.000,3,NULL,NULL,NULL,60.0615,5
163573,18683,Metal Gear Solid VR Missions,Your mission [should you choose to accept it] is to battle your way through over 300 classified operations against relentless professional killers. Seek and Destroy: Take out dozens of elusive new targets like lethal hovering crystals. Play as the Ninja: Rip your enemies to shreds with an entire arsenal of stealth Ninja weapons. Mystery Mode: Try and solve complex murder mysteries before you become one.,1999-09-30 00:00:00.000,9,NULL,70.0000,1,70.1135,36
163582,178021,Ghosts 'n Goblins,NULL,1999-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
163753,3610,Supercross 2000,NULL,1999-10-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
163754,3562,NHL Blades of Steel '99,NULL,1999-04-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
163834,44034,Premier Manager 64,NULL,1999-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
163857,3568,Ogre Battle 64: Person of Lordly Caliber,NULL,1999-07-14 00:00:00.000,2,NULL,NULL,NULL,96.8851,11
163913,8341,Slave Zero,NULL,1999-10-31 00:00:00.000,NULL,NULL,NULL,NULL,59.4726,7
163963,749,Homeworld,NULL,1999-09-28 00:00:00.000,27,NULL,90.0000,1,84.4553,45
164108,1753,The Misadventures of Tron Bonne,NULL,1999-07-22 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
164129,19190,MechWarrior 3,"The story opens with a short briefing of the Inner Sphere's Operation: Bulldog, a daring plan to eliminate the most hostile and vicious clan in the Inner Sphere: Clan Smoke Jaguar, led by Anastasius Focht and Victor Steiner-Davion. Operation Bulldog and Task Force Serpent have already completed their objectives, but there is one last operation left—the one with which the player is tasked—the disruption of a ranking Smoke Jaguar officer's attempt to rally and restore the Clan forces. This mission (codename: Damocles) is to destroy key Smoke Jaguar installations on the planet Tranquil, including a mech factory, a starport, a geothermal power plant, and the Smoke Jaguar control structure. The mission is a commando operation with limited forces, and does not include elimination of the enemy as an objective.    Two dropships are deployed to release the BattleMech force to destroy these installations. However, while in orbit above Tranquil, a dropship is attacked by naval laser fire. The Blackhammer is shot down and the remaining dropship, the Eclipse, retreats to safety. The player was already deployed from the dropship, which had been slightly off target before it was destroyed. The Mobile Field Bases (MFB), which were deployed at the same time as the player, land on target. The player's first mission is to rendezvous with the MFBs and secure the area from hostile forces.    At least seven Mechs are deployed. Two are destroyed by the enemy near the beginning of the game and one toward the end. The novelization mentions one more casualty lost due to a parachute malfunction. The remaining four survivors gradually link up over the course of the game. Twelve more Mechs remain aboard the Eclipse, but they cannot be deployed directly, and an attempt to fight through from a safe landing area fails after heavy casualties. Despite this setback, the player must continue with his objectives, and eventually secure a landing zone so the dropship can return to evacuate them.",1999-12-31 00:00:00.000,2,1,NULL,NULL,89.4890,7
164147,49867,Bass Masters Classic,NULL,1999-12-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
164493,188078,Pong Pong's Learning Adventure: Back to the Future,NULL,1999-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
164500,188076,Pong Pong's Learning Adventure: Mysteries of Human Body,NULL,1999-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
164711,28402,Threads of Fate,NULL,1999-09-14 00:00:00.000,6,NULL,NULL,NULL,NULL,NULL
165294,313,SWAT 3: Close Quarters Battle,NULL,1999-11-23 00:00:00.000,10,NULL,NULL,NULL,80.7994,23
165314,948,Worms Armageddon,NULL,1999-01-29 00:00:00.000,75,NULL,NULL,NULL,81.5951,235
165384,12484,Theme Park World,NULL,1999-11-04 00:00:00.000,12,NULL,NULL,NULL,64.8458,39
165583,3343,Snowboard Kids 2,NULL,1999-02-19 00:00:00.000,4,NULL,70.0000,1,82.2068,9
165684,55058,SNK vs. Capcom: The Match of the Millennium,NULL,1999-11-30 00:00:00.000,1,NULL,75.0000,2,NULL,NULL
165731,3505,Gex 3: Deep Cover Gecko,NULL,1999-03-23 00:00:00.000,8,NULL,67.0000,1,77.8180,17
165788,1424,Conker's Pocket Tales,NULL,1999-06-08 00:00:00.000,NULL,NULL,NULL,NULL,53.0119,5
166043,11453,Persona 2: Innocent Sin,NULL,1999-06-24 00:00:00.000,19,NULL,69.7500,5,78.7280,48
166084,4140,Bloody Roar 2,NULL,1999-01-28 00:00:00.000,5,NULL,61.0000,1,74.7055,32
